Theme Id,Theme Name,Definition,Keywords,Status,Objective Count,Original Statements
,,,,,,15373 | To encourage Soni Kumari to attend school and tuition | 0.8397
,,,,,,15418 | To empower Nishu Kumari and her family by highlighting the importance of education and addressing the issue of poverty | 0.7404
,,,,,,15417 | To empower Nidhi Kumari to continue her education despite poverty | 0.8143
,,,,,,15724 | To educate Poonam Kumari and her parents about the importance of education | 0.8424
,,,,,,15042 | To encourage Mamta Kumari to attend school regularly | 0.793
,,,,,,16225 | To educate Urmila Kumari by collecting donations | 0.717
,,,,,,16299 | To support Pooja in pursuing her higher education | 0.7257
,,,,,,15243 | To convince Alka Kumari's parents of the importance of education and encourage her to continue studying | 0.8448
,,,,,,15262 | To encourage Chandni Kumari to continue her education | 0.8807
,,,,,,15247 | To support Sita in pursuing her education and becoming self-reliant despite her family challenges | 0.6219
,,,,,,4076 | To help Priyanka Kumari achieve her dream of becoming a police officer by supporting her education and overcoming obstacles | 0.7086
,,,,,,4154 | To educate Kosmi Kumari and make her parents understand the importance of education | 0.863
,,,,,,15312 | To encourage Khushbu to continue her studies | 0.6231
,,,,,,3962 | Rani wanted to get back to education after repeated failures | 0.5631
,,,,,,16591 | To help Khushboo Kumari return to school after a 6-month absence due to her mother's injury | 0.7268
,,,,,,15175 | To encourage Anjali Kumari to continue her education and create a better future for herself | 0.8498
,,,,,,28450 | To educate Shweta till class 11 | 0.5824
,,,,,,28465 | To educate Amita Kumari further | 0.8245
,,,,,,28940 | To enroll Sandhya Kumari in Class VIII and improve her education | 0.7924
,,,,,,28475 | To help Pooja Kumari continue her education by obtaining a transfer certificate (TC) despite her father’s ill health. | 0.6841
,,,,,,28941 | To motivate Punita Kumari to continue her studies after she had left them 4 years ago | 0.7394
,,,,,,28479 | To provide education to Nisha Kumari and make her self-dependent | 0.8321
,,,,,,28942 | To encourage Punita Kumari to continue her studies and provide her with a supportive environment to do so. | 0.8068
,,,,,,28480 | To support Meera Kumari in pursuing her education | 0.8364
,,,,,,28483 | To educate girls at least till 12th class to provide them better opportunities in life | 0.655
,,,,,,28944 | To enrol Antima Kumari in Class VII and stop child labour | 0.6169
,,,,,,28492 | To help Mahima resume her studies after a 2-year hiatus due to illness | 0.5131
,,,,,,29299 | To enroll a drop-out girl in Kasturba Vidyalaya and support her in completing her studies | 0.6438
,,,,,,29367 | To help Vika Kumari continue her education and become a police officer | 0.7551
,,,,,,29371 | To convince Madhu's parents of the importance of education for their daughter | 0.6718
,,,,,,29373 | To convince Khushi Kumari's parents of the importance of education for their daughter's future | 0.8015
,,,,,,29400 | To encourage Priyanka Kumari to continue her education | 0.8837
,,,,,,29448 | To enroll Raju Kumar in school and obtain necessary documents | 0.6795
,,,,,,29420 | To ensure all girls in the community receive an education up to the 12th standard | 0.5774
,,,,,,29447 | To help Raj Babu get a birth certificate and enroll in school | 0.6677
,,,,,,29458 | To send Divya Kumari to school regularly | 0.7362
,,,,,,40402 | To help a girl from a poor family get admitted to Kasturba Residential School | 0.6537
,,,,,,40494 | To convince Kajal | 0.424
,,,,,,40449 | To help Pooja Kumari attend school despite her family's financial struggles | 0.7882
,,,,,,40475 | To help Priyanka and her mother understand the importance of education and encourage her to pursue it | 0.6999
,,,,,,40476 | To enroll Manisha Kumari in school after 1 year of absence | 0.7373
,,,,,,40486 | To bring Razia Sultan back to school by addressing the pressure of household chores and her mother's health | 0.5247
,,,,,,15044 | To help Ritu Singh pass matriculation | 0.5877
,,,,,,15455 | To educate Roshni Kumari and make her self-dependent | 0.8183
,,,,,,40430 | To support Shivani Kumari in completing her education after the death of her parents | 0.7861
,,,,,,40429 | To encourage Amrita to pursue further studies | 0.5488
,,,,,,40470 | To support Pooja Kumari in continuing her education despite being engaged and facing failure in matriculation | 0.7661
,,,,,,40479 | To convince Seema Kumari's parents to let her continue her studies and to provide her with the necessary support to do so. | 0.8101
,,,,,,40484 | To educate Pinky Kumari and other children in the village | 0.7303
,,,,,,40492 | To convince Goldie Kumari | 0.5915
,,,,,,40433 | To encourage Goldie Kumari to resume her education | 0.8195
,,,,,,40437 | To educate Pallavi Kumari and improve her financial situation | 0.7961
,,,,,,40445 | To encourage Durga Kumari to pursue further education | 0.8189
,,,,,,39852 | To encourage Usha Devi to resume her studies and become an example for her society | 0.6471
,,,,,,40436 | To encourage Aarti Kumari to pursue her education further | 0.8688
0181d6ed-500e-4b74-a401-64ea1f08a2d7,Facilitating Educational Access Through Aadhaar Card Remediation and Creation,"This theme encompasses initiatives aimed at overcoming barriers to educational enrollment and participation, primarily by addressing issues related to the acquisition, correction, and awareness of Aadhaar cards for children and their families. It focuses on the direct impact of these administrative processes on a child's ability to attend school, receive essential services, and benefit from educational programs, highlighting the intersection of identity documentation and educational equity.","Aadhaar Card,Educational Access,School Enrollment,Document Remediation,Child Welfare,Community Engagement",Draft,350,16282 | To get Ravindra Kumar enrolled in school by obtaining his Aadhar card | 0.8092
,,,,,,28679 | To help Chandni Kumari get her Aadhar Card corrected so she can attend school | 0.826
,,,,,,20737 | To improve education accessibility for girls by addressing transportation and Aadhaar card issues | 0.7173
,,,,,,28697 | To help Bharti Kumari attend school daily by correcting her parents' Aadhaar cards | 0.8377
,,,,,,15379 | To enroll Ruby Kumari in school by obtaining her Aadhaar card | 0.8083
,,,,,,29294 | To help people get their Aadhar cards made | 0.7972
,,,,,,28680 | To help Chandni get her Aadhar card corrected so she can attend school | 0.8098
,,,,,,8627 | To educate villagers about the importance of education and help them obtain Aadhaar cards for their children | 0.8445
,,,,,,28659 | To solve the problem of absence of Aadhaar Card by creating awareness about the Darkari Yojana | 0.6986
,,,,,,"28545 | To correct the date of birth on a child's Aadhaar card, which was preventing them from receiving food and enrolling in school. | 0.8016"
,,,,,,28660 | To create awareness and facilitate the creation of Aadhar cards for children in the community | 0.8381
,,,,,,"28661 | To improve access to education by creating Aadhaar cards for children, thereby simplifying the enrollment process and increasing participation in schools. | 0.8903"
,,,,,,"28550 | To address the issue of lack of birth certificates and Aadhar cards hindering school enrollment in Sirauli village, through Shiksha Chaupal and community engagement. | 0.7732"
,,,,,,28641 | To help children obtain Aadhaar cards and improve their access to education and other benefits | 0.9001
,,,,,,"28691 | To help teenage girls who have never attended school get enrolled and receive an education, by assisting them in obtaining necessary documents such as a date of birth and Aadhaar card | 0.8349"
,,,,,,28642 | To improve access to education by facilitating the creation of birth certificates and Aadhaar cards for children | 0.8912
,,,,,,4091 | To increase access to education for girls by addressing the issue of missing birth certificates | 0.6011
,,,,,,15482 | To solve the problem of Aadhar card not being made | 0.7729
,,,,,,28558 | To correct the mistake in Krish Kumar's Aadhar card and ensure he can attend school | 0.7994
,,,,,,28667 | To increase enrollment by helping people obtain Aadhaar cards | 0.8288
,,,,,,"41555 | To improve access to education for children by facilitating the creation of birth certificates and Aadhar cards, thereby addressing the issue of lack of identification documents hindering enrollment. | 0.8738"
,,,,,,"41557 | To make essential services like Aadhar cards, birth certificates, and information about government schemes more accessible to marginalized communities, such as Dalit and Mahadalit settlements | 0.6521"
,,,,,,"40562 | To facilitate the creation of Aadhaar cards for 20-30 Mahadalit children, enabling them to receive educational benefits | 0.8575"
,,,,,,40567 | To help Dilkhush Kumar get an Aadhar card | 0.7685
,,,,,,"40569 | To help Anushka Kumari, who did not have an Aadhaar card, by convincing her father to get it made | 0.6616"
,,,,,,40570 | To enroll Anushka Kumari in school despite lack of Aadhar card | 0.7957
,,,,,,"40582 | To help Kirti get a birth certificate, which is essential for accessing government schemes and benefits. | 0.448"
,,,,,,40590 | To enroll children in school by obtaining Aadhaar cards for their parents | 0.9169
,,,,,,40593 | To help children get enrolled in 9th standard by obtaining Aadhaar cards | 0.8392
,,,,,,"41602 | To solve the problem of lack of Aadhaar card and birth certificate, which was preventing the girls from getting admission in school. | 0.7964"
,,,,,,41604 | To increase school enrollment by encouraging parents to obtain Aadhaar cards for their children | 0.8954
,,,,,,"40595 | To encourage parents to obtain birth certificates for their children, addressing the issue of lack of birth certificates among children in the community | 0.4908"
,,,,,,40596 | To enroll Chanda Kumari in school by obtaining her Aadhaar card and motivating her parents | 0.8205
,,,,,,41614 | To facilitate school enrollment by obtaining Aadhar cards for children | 0.9177
,,,,,,41617 | To correct date of birth errors and facilitate Aadhar card issuance for children in the community | 0.786
