Theme Id,Theme Name,Definition,Keywords,Status,Objective Count,Original Statements
550e8400-e29b-41d4-a716-446655440002,Legal Document linked Barriers,"This theme includes responses where children are unable to enroll in school due to missing or incomplete legal documents such as Aadhaar cards, birth certificates, or identity proofs. It captures how lack of proper documentation creates administrative hurdles that keep children out of the education system.","No Aadhar card,no birth certificate,lack of Aadhar card,no ID,no legal document,enrollment barriers due to no Aadhar card",approved,279,16282 | To get Ravindra Kumar enrolled in school by obtaining his Aadhar card | 0.6535
550e8400-e29b-41d4-a716-446655440006,School Infrastructure and Facility Issues,"This theme captures responses highlighting gaps in school facilities and infrastructure gaps. It includes issues such as inadequate classrooms, lack of basic amenities, insufficient learning resources, as well as delays, inconsistencies, or limited access to government schemes. Together, these systemic gaps reduce the attractiveness and effectiveness of schooling for children and families.","No clean water,toilets,mid day meal,scholarships,playgrounds,classrooms,pads,hygiene,books,uniforms,government schemes,sanitation,infrastructure,clean,cleanliness,no library,shortage of books,basic facilities",approved,169,11 | Improve school toilet conditions | 0.8149
,,,,,,10 | Improve school toilets | 0.8533
,,,,,,18 | Increase storage space for library books | 1
,,,,,,39 | Make the school greener and encourage students to take responsibility for their environment | 0.7239
,,,,,,56 | To improve the sanitation facilities in schools | 0.718
,,,,,,"117 | To address the challenges faced by government schools, including infrastructure, teaching quality, and access to resources, by implementing various initiatives such as infrastructure improvement, teacher training, curriculum overhaul, government schemes, and community engagement. | 0.6664"
,,,,,,28516 | To increase girls' attendance in school by addressing the challenges they face in accessing education | 0.6969
,,,,,,3291 | To provide well-maintained toilets for girls in school | 0.7735
,,,,,,28544 | To improve girls education in Barahi village by identifying and supporting girls who are not attending school regularly | 0.6531
,,,,,,3687 | To provide pure drinking water for students in school | 0.7417
,,,,,,"29245 | To provide separate toilets for boys and girls in schools and colleges, promoting hygiene and equality | 0.6978"
,,,,,,5437 | Empowering girls in rural areas through education | 0.6537
,,,,,,"29248 | To improve sanitation facilities in schools, especially for girls, by constructing and maintaining separate toilets | 0.7379"
,,,,,,3195 | To improve cleanliness in school by addressing inadequate facilities | 0.7234
,,,,,,28664 | To improve girls' education | 0.6544
,,,,,,40566 | To educate children about the importance of cleanliness and its impact on their health and well-being | 0.679
,,,,,,5885 | To improve girls' education | 0.6544
,,,,,,40600 | To improve girls' education | 0.6544
,,,,,,"41613 | To ensure children have access to drinking water in school, thereby preventing disruptions in their education | 0.7933"
,,,,,,3805 | To provide a drinking water facility in the school by informing the school management | 0.6978
,,,,,,41677 | To improve girls education in rural areas by addressing the issue of distance from schools | 0.6977
,,,,,,41680 | To empower education by informing parents about government schemes and ensuring children attend school | 0.7125
,,,,,,40998 | To enroll girls in school and provide them with access to education | 0.6582
,,,,,,15054 | To educate girls and make them aware of the importance of education despite poverty | 0.6736
,,,,,,"29252 | To provide separate and well-maintained toilets in schools and colleges, ensuring a healthy and dignified environment for students. | 0.7197"
,,,,,,41106 | To empower children through education by raising awareness about the importance of education and the benefits of government schemes available in schools | 0.6768
,,,,,,41113 | To improve girls' education by engaging parents and community members | 0.6507
,,,,,,41116 | To improve education for underprivileged girls by increasing awareness about government schemes and encouraging parents to send their children to school | 0.6717
,,,,,,29253 | To construct and maintain separate toilets in schools and colleges | 0.7242
,,,,,,29254 | To improve educational facilities by constructing and maintaining separate toilets in schools and colleges | 0.7258
,,,,,,41241 | To improve access to education for girls in Sitamarhi by addressing the problem of lack of access to education | 0.6913
,,,,,,28673 | To encourage girls to pursue further education and overcome poverty | 0.704
,,,,,,41263 | To provide access to clean drinking water for students in schools | 0.6867
,,,,,,4026 | To improve education by making parents aware of its importance and the benefits of government schemes | 0.6853
,,,,,,41337 | To improve restroom facilities in schools by addressing water problems and ensuring proper maintenance | 0.7608
,,,,,,"41361 | To improve the health and well-being of students, especially girls, by ensuring clean and functional toilets in Middle School, Telari | 0.6606"
,,,,,,41457 | To improve girls' education | 0.6544
,,,,,,41514 | To arrange drinking water for children in a school | 0.7986
,,,,,,41532 | To improve access to education for children in the community by addressing the issue of lack of water in schools | 0.7351
,,,,,,41538 | To improve school attendance and facilities by addressing the issue of no water arrangement | 0.6826
,,,,,,16294 | To improve the infrastructure of the school | 0.6601
,,,,,,49010 | To reduce the number of children dropping out of school due to poor financial conditions by engaging with parents and informing them about government schemes | 0.7589
,,,,,,"49023 | To ensure children have access to drinking water in school, thereby preventing disruptions to their education | 0.7923"
,,,,,,29251 | To improve school sanitation by constructing and maintaining separate toilets for boys and girls | 0.7533
,,,,,,21975 | To improve the infrastructure of government schools | 0.6663
,,,,,,29131 | To provide separate and well-maintained toilets in schools and colleges | 0.7426
,,,,,,6694 | To improve access to education for girls in rural areas by providing online education opportunities and addressing the challenges faced by them | 0.6847
,,,,,,4301 | To send deprived teenage girls to school for education | 0.6798
,,,,,,29132 | To improve the sanitation facilities in schools and colleges by constructing and maintaining separate toilets | 0.7116
,,,,,,7771 | To improve girls' education | 0.6544
,,,,,,4702 | To create a clean and healthy environment around the school by properly disposing of garbage | 0.6963
,,,,,,5035 | To provide equal opportunities to girls in education by removing paperwork and fee barriers | 0.6666
,,,,,,28718 | To improve the physical condition of the school and provide a better learning environment for the children | 0.6819
,,,,,,3328 | To provide clean drinking water facilities for kids in school | 0.6897
,,,,,,"29133 | To provide separate and well-maintained toilets in schools and colleges, addressing the long-standing issue of inadequate sanitation facilities for students. | 0.7779"
,,,,,,29134 | To provide separate toilets for schools and colleges to improve hygiene and sanitation | 0.7093
,,,,,,5164 | To improve education for adolescent girls in rural areas | 0.6577
,,,,,,5489 | To educate girls from rural areas till 12th class and prevent them from dropping out of school | 0.6756
,,,,,,6394 | To improve girls' education | 0.6544
,,,,,,29255 | To provide separate and well-maintained toilets in schools and colleges | 0.7426
,,,,,,"7961 | To empower underprivileged children by providing them with access to government schemes and benefits, thereby improving their educational outcomes and breaking the cycle of poverty. | 0.6902"
,,,,,,9290 | To improve girls' education | 0.6544
,,,,,,9379 | To improve access to education for girls in rural areas by establishing a school up to class 10 and providing scholarships and grants | 0.6593
,,,,,,8912 | To improve girls' education | 0.6544
,,,,,,"16613 | To educate parents about the importance of education and available government schemes, thereby increasing their involvement in their children | 0.6878"
,,,,,,18118 | To improve school attendance and ensure children receive government benefits by educating parents on the importance of regular school attendance | 0.6854
,,,,,,15088 | To improve access to education for girls in rural areas by addressing the challenges they face in attending school | 0.7698
,,,,,,8746 | To improve education for girls in the community by addressing financial constraints | 0.7277
,,,,,,29090 | To ensure all female teachers have access to sanitary pads | 0.7107
,,,,,,4185 | To increase enrollment in government schools by addressing the lack of interest among parents and children | 0.6916
,,,,,,"4181 | To improve girls education in Muzaffarpur, Bihar by addressing the challenges they face in accessing high school education | 0.6726"
,,,,,,13846 | To reduce school dropout rates by raising awareness about government schemes and community engagement | 0.6552
,,,,,,4996 | To clean the environment around the school and promote a healthy and safe space for students | 0.732
,,,,,,22853 | To improve girls' education | 0.6544
,,,,,,14498 | To create a playground for children in the village to promote physical activity and happiness | 0.6744
,,,,,,7753 | To improve girls' education | 0.6544
,,,,,,9584 | To improve access to education for girls from poor financial backgrounds | 0.7581
,,,,,,19024 | To improve access to education for girls by reducing the distance barrier | 0.7517
,,,,,,15342 | To improve girls' education | 0.6544
,,,,,,4212 | To create a playground for students to play and exercise | 0.6862
,,,,,,5045 | To improve girls' education | 0.6544
,,,,,,4003 | To increase girls' education | 0.6729
,,,,,,3831 | To improve the cleanliness of the school by organizing a cleanliness drive | 0.6664
,,,,,,4995 | To provide educational support to underprivileged children and help them access government schemes and benefits | 0.7229
,,,,,,9555 | To improve access to education for adolescent girls in rural areas | 0.7307
,,,,,,14998 | To empower girls through education by addressing the challenges they face in accessing education | 0.7141
